Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Frac,FracErr,Mean,MeanErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
1,X,2654,0.09732009258943194,0.000350333847796386,1.4505617966988629,0.09389121945025292,0.0809891893518207,0.04683793916628626,0.005679652031397035,0.0005262657005835185,0.13763139483138,0.0004954468789120008,0.0032331347326189854,1.655116802644135e-05,0.0011154015625527913,6.980415450913549e-06,0,58.347939593603975,20
1,X,2694,0.09751319731031628,0.0003198363514270701,0.603721749171762,0.043377171048077645,0.96146939169331,0.017060005516032373,0.006054327379164424,0.000514695988405123,0.1379044861466129,0.00045231690592809,0.0031907360097700815,1.4515487480657504e-05,0.0011029585769000805,6.185788513574325e-06,0,16.909563705625324,20
1,X,2734,0.09738923105673022,0.000341481637720602,1.8026132759537825,0.17562406964222155,0.01855112018196492,0.00912932257785723,0.0052335890413540195,0.0005520363889868227,0.13772917138951493,0.00048292796336585125,0.00319994170490366,1.5765828615887543e-05,0.0011047345472323872,6.680585625443774e-06,0,28.145850735937326,20
1,X,2774,0.09646261743847463,0.000356730602364311,1.4423081029326172,0.05224850076931531,0.10021849418102868,0.03468034112787011,0.0045799756475601245,0.0005070416284738194,0.13641874184349825,0.0005044932559771323,0.0031987378807604534,1.540293133629831e-05,0.0010938118585510342,6.6411021978606465e-06,0,30.14215048972888,20
1,X,2814,0.09775116928789145,0.00037269697132616446,1.791060346595771,0.3206574182032166,0.019275434181237838,0.016764650079963445,0.005649539135076097,0.0005334585935675609,0.13824102934476445,0.0005270731115048383,0.003205629239586371,1.690963880787797e-05,0.00111081103093956,7.229853244891969e-06,0,47.14397566336546,20
1,X,2854,0.09712565590594187,0.000335995132797602,1.5511055616606713,0.0941310204707142,0.06065422858074643,0.027250916924396684,0.0053791162578822535,0.0004900744309658795,0.1373564198365655,0.00047516887369371784,0.0032067924227886895,1.6919856955159834e-05,0.0011041033953835553,6.966028521110371e-06,0,29.676867596688588,20
1,X,2894,0.09645537235390597,0.00036125201729800575,1.4687123598951457,0.06940353864882465,0.09855752417207186,0.04177605756841993,0.005412729525287791,0.0005280120284090521,0.1364084957466407,0.0005108875022974797,0.003249510378822493,1.6988247800454968e-05,0.0011110901111866234,7.145480807799738e-06,0,20.263502896724674,20
1,X,2934,0.09655490832548581,0.00034030157248962184,1.559795154582686,0.11014899620211371,0.04958057513917202,0.02508810445759599,0.006090528396080185,0.0005481545117815419,0.13654926086759292,0.00048125909911171416,0.0032280905074753177,1.5382474887454213e-05,0.0011049051315541248,6.5487153511149584e-06,0,26.702585709283014,20
1,X,sum,0.09715295814644302,6.365710468922286e-05,2.010927725679696,0.030270806084072066,0.02732145150499693,0.0016351202028125067,0.0056872606552831615,9.941928552241046e-05,0.1373950310353654,9.002474079290291e-05,9.949718010070625e-05,9.07021867398256e-08,3.426665665547437e-05,3.8469497644714636e-08,0,272.2456194287572,20
2,Y,1,0.09340579534732525,0.0002980576866472697,0.10000000530452348,0.2278020391144795,0.9987134263035867,0.00020021894018396047,-0.0022461778413493576,0.0005531228754097843,0.13209574258443313,0.000421517222826119,0.0025942005498921237,1.480349309881425e-05,0.0008589785161555771,5.61598781273968e-06,0,35.403810132657085,20
2,Y,41,0.0776404642488341,0.0002578751457579458,0.5578151776200136,0.07153262317781334,0.9898595660018759,0.007440258674727085,-0.002122372106502343,0.0004398717718416438,0.10980019752964461,0.00036469052852982573,0.003166202762025557,1.74691522933112e-05,0.0008714285393352958,5.6119740066437405e-06,0,66.43035258697549,20
2,Y,81,0.07764780919264946,0.00029915127381243485,0.2632315247306406,0.06878614323473056,0.9973965125589792,0.0009839884389580833,-0.0018148742714803223,0.00047440409922716755,0.10981058484880317,0.0004230637886267327,0.0031444042071033023,1.8496162359971178e-05,0.0008655108318817612,6.085955928026562e-06,0,33.98048173773316,20
2,Y,121,0.0778357339419618,0.000280787960583216,0.3111128687496645,0.06605848114705976,0.9970284434769872,0.0012768681972313844,-0.0016246655947625573,0.0004879695095088015,0.11007635057798623,0.00039709414200786615,0.003186862560756259,1.724298882758383e-05,0.0008793206880170156,5.718204677561119e-06,0,29.752366449395776,20
2,Y,161,0.07664375608810493,0.00026265999716262585,0.1000000001333893,0.30198616761636443,0.9986192231218436,0.00014243169390304455,-0.0033583237520786106,0.0005178994943317373,0.10839063933101348,0.00037145733028026413,0.0032767755201267134,1.7965264997791934e-05,0.0008902836601158435,5.756181224651236e-06,0,35.90360781346723,20
2,Y,201,0.076760216567345,0.00023323928462367055,0.333750035953817,0.05220114169326945,0.9962970994749961,0.0013417367587261753,-0.0017301621481445842,0.0004430764030883601,0.10855533932023524,0.0003298501595929934,0.003223205819784693,1.61899367212301e-05,0.0008770597117798692,5.1487643067493544e-06,0,43.76743611965152,20
2,Y,241,0.07615388314509507,0.00026076303653917523,0.40267769405518206,0.03786312955125265,0.9930322647665291,0.0021702525246529714,-0.0018560364740140944,0.00046034813177537264,0.1076978543711693,0.0003687746228392926,0.0032337213100956125,1.80583328637492e-05,0.0008729705118775206,5.718468779021279e-06,0,16.321962289982654,20
2,Y,281,0.07740990527397007,0.0002895635573672168,4.439391551054288,1.6502720798121542,0.002018435324293022,0.00080597755470313,-0.0018601628324124275,0.00043831483545351695,0.10947413790046505,0.0004095047099977177,0.0031861191062755485,1.6226317280817332e-05,0.0008743060325838135,5.524704651098452e-06,0,26.630470111342813,20
2,Y,872,0.07608461560928957,0.0002680824558342472,0.40244820648999535,0.037469881208392564,0.9920512355263169,0.002388514599779068,-0.002129649714516339,0.0004992083177051796,0.107599895282601,0.00037912584487507866,0.0032657014319374435,1.92259753884511e-05,0.000880801933921685,6.043258843227447e-06,0,36.51499438451654,20
2,Y,912,0.0776977793609492,0.00025785751303546183,0.3421049968668779,0.062167883220730635,0.9958440900137484,0.0017450061571784303,-0.001819836025763606,0.00045837059813075374,0.1098812533385267,0.0003646655920945473,0.0031651961589749594,1.4359158425695769e-05,0.0008717945880804919,4.900266487130531e-06,0,34.965291818028575,20
2,Y,952,0.07813400309324435,0.00020793277693809302,0.10000009144903954,0.3231291025379171,0.9987354351911811,0.0001253628471369339,-0.0008400666597472755,0.00042123282374213246,0.11049816685696752,0.0002940613532077507,0.0031592823259891964,1.3554699113169089e-05,0.0008750511609201925,4.417925484838686e-06,0,30.87946378196115,20
2,Y,992,0.07749577399598034,0.00042938617037042943,0.1764182540641473,0.10331455872195061,0.9982521591191169,0.000686693245658343,-0.002035468792445949,0.0004946671456178542,0.10959557461171562,0.0006072437456333058,0.003225471870848171,1.8627691072321774e-05,0.0008860866858329142,7.0916203364625826e-06,0,16.756700156171494,20
2,Y,1032,0.07718154432723719,0.00031200706897261044,0.2890871649206683,0.0658701976191087,0.9966578732867317,0.0012401797974994078,-0.0011306120804647408,0.0005066270702554635,0.10915118675247905,0.00044124462849734345,0.003259137772454947,1.8139693155586447e-05,0.0008917048233025815,6.133992857930057e-06,0,30.941624748401622,20
2,Y,1072,0.07722181604245829,0.0002978433721609263,0.21842996880012105,0.09959639017342559,0.9983981235731108,0.0007556462466805081,-0.0028711085055595402,0.00045367812827271293,0.10920813955832476,0.0004212141363729192,0.003190799993664077,1.5553299333143523e-05,0.000873463024927144,5.429280792279337e-06,0,54.44403918241594,20
2,Y,1112,0.07692817965194297,0.00026255096844493065,0.3689448856471931,0.0469690592019876,0.9956141982813795,0.0015861324765871765,-0.00200041976182659,0.00047723361640271465,0.10879287499245172,0.00037130314038901147,0.0031862440700187473,1.872667440461608e-05,0.0008688992614575361,5.905408285162675e-06,0,30.878331872578,20
2,Y,1152,0.07784985935081569,0.0002494162634856024,0.30816967803397144,0.05423182706406726,0.996723258659936,0.0011720891301402192,-0.0010334172404010812,0.0004665993156335676,0.11009632692276146,0.00035272786249776033,0.003174861667184978,1.596131903006592e-05,0.0008761683712571607,5.223258449747574e-06,0,27.10819765208251,20
2,Y,1783,0.07711521050206181,0.0003083497968566096,0.2768725721099139,0.0865406917075591,0.9973017648378337,0.0013278701096897105,-0.0028221712974455947,0.0004958652203334571,0.10905737655727196,0.00043607246466960604,0.0032049080575338243,1.8495648042131775e-05,0.0008761138691797734,6.151128555051683e-06,0,34.49882058743081,20
2,Y,1823,0.0771846378173382,0.00026316138044391653,0.4208463847839221,0.033326962240224745,0.9923736219027612,0.00221683675031481,-0.0013155927554638594,0.0005001147131784729,0.10915556160813497,0.00037216639331661257,0.003185634353612226,1.3933192204787503e-05,0.0008716291153617764,4.833769081887178e-06,0,33.610151486147984,20
2,Y,1863,0.07633525746913704,0.0002717540288980114,0.28150387694558665,0.061312790780982895,0.997177765721684,0.0010116547684185795,-0.0017541780217285685,0.00046588647396612036,0.10795435640009571,0.0003843182332970977,0.00324994949467174,1.7642865469866134e-05,0.000879441020082072,5.709189897915333e-06,0,18.104260457241182,20
2,Y,1903,0.07759904550943407,0.0002580760557771449,0.33388212614832535,0.052873358153563865,0.995890111994465,0.0015080728970789936,-0.002227389808360534,0.00047716377171318306,0.10974162258664868,0.00036497465820379367,0.003233623962753504,1.690375375414284e-05,0.0008895099816207996,5.511187886245677e-06,0,31.20306023751409,20
2,Y,1943,0.07654582671910458,0.00028361113380823643,0.2400564988751772,0.07273918340139615,0.9979367695470567,0.0007821579042446847,-0.0016712311111528612,0.0005031845445503509,0.10825214628921853,0.0004010867118716186,0.0032469468513999953,1.8432520956670898e-05,0.0008810521792711132,5.9726516502948794e-06,0,20.99499007365283,20
2,Y,1983,0.07664754671280158,0.0002462473122444176,0.42905360104867607,0.050190437737633986,0.992742785878891,0.002981866535767541,-0.0008922538732187361,0.0004273262981911268,0.10839600008386935,0.0003482462886739777,0.003217268222649104,1.775259713585422e-05,0.0008741590542400932,5.581553138070169e-06,0,36.74742000862594,20
2,Y,2023,0.0768243534130646,0.0002451529606885465,0.33710187809015635,0.05285657469350302,0.9962122205970614,0.0014068163302609626,-0.001953994465418797,0.00045117351908220097,0.10864604251729973,0.0003466986418616607,0.0032135931870758963,1.5356105492668644e-05,0.0008751746786152343,5.028785355176271e-06,0,48.10150021369291,20
2,Y,2063,0.07805810410946488,0.001498067349781432,0.10844335974213659,0.9748085103151567,0.9985818149819317,0.0006028731415230193,-0.0013926273341054863,0.0005191490635744573,0.11039082948473627,0.0021185871634092205,0.003193119851149169,1.6357723042125568e-05,0.0008835642806719879,1.7550804614124422e-05,0,28.173990963947556,20
2,Y,2654,0.07611178285642632,0.00029409760272523295,0.46943847164434604,0.050545185509327684,0.9904359795725866,0.004486885181559652,-0.001950036580187334,0.0004915499226107676,0.10763831557195415,0.00041591681843543895,0.003260991996380958,2.0579258285412542e-05,0.0008798457892978189,6.510623999141887e-06,0,34.896305192514234,20
2,Y,2694,0.0764994879978384,0.00027108427097324617,0.25749556823259356,0.0751651153319215,0.9972823909078672,0.001088188259380507,-0.0017147733259889782,0.0004343613006746477,0.10818661344114089,0.0003833710525563879,0.0031982234512571046,1.5680306435290024e-05,0.0008673058264753962,5.24664726061209e-06,0,27.672877276434832,20
2,Y,2734,0.07690595861516858,0.000255756436738538,0.3330261312410777,0.046326190609866036,0.9957369005309644,0.0013603671901820658,-0.0030593735786409422,0.00043779189732827563,0.10876144970087538,0.000361694221499857,0.003213611568286305,1.60263955028266e-05,0.0008761093273709251,5.251540314549487e-06,0,25.79937657527372,20
2,Y,2774,0.0768760371644687,0.00026307724938252544,0.31352775634547114,0.04978752128424685,0.9962687367332197,0.0012224609606139025,-0.002162420772363711,0.00048036236809812123,0.10871913437948974,0.0003720474140285765,0.0032397680446334593,1.7975694824363996e-05,0.0008828965860636737,5.755514591569347e-06,0,57.669243627685226,20
2,Y,2814,0.07657239844003172,0.00030244408800225725,0.36241496561434905,0.04545790171202441,0.9941454127518943,0.0019085734188287184,-0.0014397635667825395,0.0004580521404411225,0.1082897243773293,0.0004277205311123541,0.0032304076429669737,2.0322826113848905e-05,0.0008768685859300444,6.513589189557803e-06,0,23.93179337282267,20
2,Y,2854,0.07703593521069343,0.000266071647130082,0.43064873263755754,0.06186626312807464,0.9932111863596274,0.0035352854863733296,-0.0021816728605920854,0.0004367151096025127,0.10894526436505772,0.0003762821319343104,0.0032106578861463837,1.7815755282451617e-05,0.0008767834079656977,5.730699366339526e-06,0,27.914484054491314,20
2,Y,2894,0.07660920770360093,0.00026415998864558134,0.3980288339291477,0.046745886854950236,0.9941823204974338,0.0022759634844831123,-0.0018955833761712642,0.0004687926093692477,0.10834178053708983,0.00037357863857890395,0.0032238320558552304,1.7349363090695584e-05,0.0008755043580049885,5.595788963825874e-06,0,33.754380790741834,20
2,Y,2934,0.07667699985486871,0.00030241617228724644,0.3694835480280503,0.10912997376369099,0.9958488449195938,0.003207647488107923,-0.0016957458467705398,0.0004546740080462183,0.10843765311683519,0.00042768105232958247,0.003252703433525914,1.7104280250491207e-05,0.0008841267119185875,5.8115429165690905e-06,0,50.206151382371246,20
2,Y,sum,0.07780219443600597,6.640561355486022e-05,0.21243770023529135,0.008495444741884225,0.9948194338295147,0.00019396151140677054,-0.0017708118370026685,8.45238876630755e-05,0.1100289185537882,9.391171930698996e-05,9.959581486533187e-05,9.285457927958617e-08,2.7468684921259637e-05,3.472049791160278e-08,0,248.45875349110003,20
